centr_lat,centr_lon,country
52.57160000000,4.23181000000,Netherlands
52.57180000000,4.24586000000,Netherlands
52.57350000000,4.21056000000,Netherlands
52.57390000000,4.22461000000,Netherlands
52.57420000000,4.23871000000,Netherlands
52.57430000000,4.25285000000,Netherlands
52.57570000000,4.20330000000,Netherlands
52.57620000000,4.21740000000,Netherlands
52.57660000000,4.23160000000,Netherlands
52.57680000000,4.24579000000,Netherlands
52.57800000000,4.19605000000,Netherlands
52.57850000000,4.21021000000,Netherlands
52.57890000000,4.22448000000,Netherlands
52.57920000000,4.23876000000,Netherlands
52.57930000000,4.25281000000,Netherlands
52.58010000000,4.18881000000,Netherlands
52.58080000000,4.20301000000,Netherlands
52.58130000000,4.21735000000,Netherlands
52.58170000000,4.23170000000,Netherlands
52.58170000000,4.25988000000,Netherlands
52.58180000000,4.24586000000,Netherlands
52.58300000000,4.19585000000,Netherlands
52.58360000000,4.21022000000,Netherlands
52.58410000000,4.22464000000,Netherlands
52.58420000000,4.25300000000,Netherlands
52.58430000000,4.23887000000,Netherlands
52.58530000000,4.18865000000,Netherlands
52.58600000000,4.20310000000,Netherlands
52.58660000000,4.21759000000,Netherlands
52.58660000000,4.26016000000,Netherlands
52.58680000000,4.23187000000,Netherlands
52.58690000000,4.24611000000,Netherlands
52.58840000000,4.19599000000,Netherlands
52.58900000000,4.21055000000,Netherlands
52.58940000000,4.22493000000,Netherlands
52.58930000000,4.25336000000,Netherlands
52.58950000000,4.23921000000,Netherlands
52.59070000000,4.18885000000,Netherlands
52.59140000000,4.20348000000,Netherlands
52.59190000000,4.21793000000,Netherlands
52.59200000000,4.24654000000,Netherlands
52.59210000000,4.23234000000,Netherlands
52.59390000000,4.19643000000,Netherlands
52.59440000000,4.21098000000,Netherlands
52.59470000000,4.23970000000,Netherlands
52.59470000000,4.22542000000,Netherlands
52.59690000000,4.24693000000,Netherlands
52.59690000000,4.20397000000,Netherlands
52.59730000000,4.21853000000,Netherlands
52.59740000000,4.23290000000,Netherlands
52.59950000000,4.19702000000,Netherlands
52.59970000000,4.24019000000,Netherlands
52.59990000000,4.21160000000,Netherlands
52.60000000000,4.22609000000,Netherlands
52.60240000000,4.23347000000,Netherlands
52.60250000000,4.20471000000,Netherlands
52.60270000000,4.21924000000,Netherlands
52.60300000000,4.19343000000,Netherlands
52.60460000000,4.24076000000,Netherlands
52.60520000000,4.22673000000,Netherlands
52.60540000000,4.21246000000,Netherlands
