centr_lat,centr_lon,country
30.88330000000,122.09500000000,China
30.88400000000,122.10300000000,China
30.88650000000,122.11200000000,China
30.88840000000,122.08900000000,China
30.88920000000,122.12100000000,China
30.89040000000,122.09800000000,China
30.89400000000,122.11000000000,China
30.89510000000,122.08500000000,China
30.89610000000,122.12300000000,China
30.89720000000,122.09400000000,China
30.89720000000,122.13200000000,China
30.90070000000,122.10600000000,China
30.90330000000,122.11800000000,China
30.90440000000,122.09000000000,China
30.90510000000,122.13000000000,China
30.90770000000,122.10100000000,China
30.91030000000,122.11400000000,China
30.91090000000,122.13800000000,China
30.91270000000,122.12800000000,China
30.91340000000,122.09500000000,China
30.91700000000,122.10900000000,China
30.91870000000,122.12200000000,China
30.91960000000,122.14200000000,China
30.92090000000,122.13300000000,China
30.92270000000,122.09900000000,China
30.92560000000,122.11400000000,China
30.92640000000,122.14400000000,China
30.92980000000,122.13200000000,China
30.93330000000,122.14100000000,China
30.93500000000,122.10500000000,China
30.93610000000,122.11500000000,China
30.93660000000,122.12800000000,China
30.94020000000,122.13700000000,China
30.94110000000,122.14800000000,China
30.94350000000,122.12400000000,China
30.94460000000,122.11000000000,China
30.94820000000,122.13200000000,China
30.94830000000,122.14400000000,China
30.94910000000,122.15400000000,China
30.95030000000,122.12000000000,China
30.95550000000,122.14000000000,China
30.95640000000,122.15000000000,China
30.95700000000,122.12700000000,China
30.95710000000,122.11600000000,China
30.96090000000,122.15800000000,China
30.96270000000,122.13500000000,China
30.96360000000,122.14500000000,China
30.96660000000,122.12100000000,China
30.96800000000,122.15300000000,China
30.96990000000,122.13100000000,China
30.97000000000,122.16200000000,China
30.97080000000,122.14100000000,China
30.97530000000,122.14900000000,China
30.97720000000,122.12700000000,China
30.97800000000,122.13700000000,China
30.98370000000,122.12900000000,China
